eval/success_rate,eval/mean_reward,env/current_idx,env/n_steps,time/total_timesteps,eval/mean_ep_length,env/completion_counter,rollout/ep_rew_mean,time/fps,time/iterations,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,train/approx_kl,train/loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/clip_fraction,train/value_loss,train/learning_rate
0.78,-0.17541234578937293,13,30,30,1.48,0,,,,,,,,,,,,,,,,
,,,,30,,,-0.6703345833333335,0,1,0.3333333333333333,2.3333333333333335,153,,,,,,,,,,
0.86,-0.09180635811761022,28,60,60,1.36,0,,,,,,,0.000307703,0.15412883460521698,0.2,-1.9458218097686768,-0.008065152063500136,-0.6724873781204224,10,0.0,0.8112727552652359,0.0001
,,,,60,,,-0.49186407407407406,0,2,0.4444444444444444,2.2222222222222223,270,,,,,,,,,,
0.98,-0.02732354633975774,40,90,90,1.08,0,,,,,,,0.00012059808,0.20500005781650543,0.2,-1.945456051826477,-0.0031545418823952787,-1.144878625869751,20,0.0,0.5548008710145951,0.0001
,,,,90,,,-0.5554806410256409,0,3,0.41025641025641024,2.282051282051282,373,,,,,,,,,,
0.98,-0.028998271161690355,56,120,120,1.18,0,,,,,,,0.00015689334,0.10142997652292252,0.2,-1.945271944999695,-0.0031769991165492505,-0.2769283056259155,30,0.0,0.2887281060218811,0.0001
,,,,120,,,-0.4897260363636362,0,4,0.509090909090909,2.1636363636363636,482,,,,,,,,,,
0.96,-0.027394378976896405,70,150,150,1.1,0,,,,,,,0.00014753938,0.1205776035785675,0.2,-1.9451846837997437,-0.0028190956596517935,0.03887307643890381,40,0.0,0.3521301656961441,0.0001
,,,,150,,,-0.492325927536232,0,5,0.5217391304347826,2.1594202898550723,583,,,,,,,,,,
0.96,-0.027919936827383935,83,180,180,1.14,0,,,,,,,0.000119610624,0.07394587248563766,0.2,-1.9446372151374818,-0.0028813824565925737,0.09773224592208862,50,0.0,0.20619022697210312,0.0001
,,,,180,,,-0.49501742682926825,0,6,0.5121951219512195,2.182926829268293,682,,,,,,,,,,
0.86,-0.13994532188400627,95,210,210,1.36,0,,,,,,,0.00046441556,0.03265988826751709,0.2,-1.9435909390449524,-0.007067186139368742,0.2823519706726074,60,0.0,0.13574908375740052,0.0001
,,,,210,,,-0.5095697234042553,0,7,0.48936170212765956,2.234042553191489,806,,,,,,,,,,
0.9,-0.0905042330455035,109,240,240,1.28,0,,,,,,,0.00023042162,0.13606883585453033,0.2,-1.9411638617515563,-0.002194267485659296,-0.4748018980026245,70,0.0,0.3566897869110107,0.0001
,,,,240,,,-0.52180669,0,8,0.5,2.22,929,,,,,,,,,,
0.92,-0.06921460181009025,123,270,270,1.2,0,,,,,,,0.0006614129,0.06750930845737457,0.2,-1.9387704730033875,-0.010499736783870816,-0.0847022533416748,80,0.0,0.22817550599575043,0.0001
,,,,270,,,-0.5423040499999999,0,9,0.5,2.22,1047,,,,,,,,,,
0.98,-0.027535021752119065,135,300,300,1.06,0,,,,,,,0.00064833957,0.09923617541790009,0.2,-1.9347919583320619,-0.005832217558442388,-0.2937154769897461,90,0.0,0.27902891784906386,0.0001
,,,,300,,,-0.56727534,0,10,0.49,2.23,1146,,,,,,,,,,
0.84,-0.17191997985355556,148,330,330,1.38,0,,,,,,,0.0009999832,0.05004320293664932,0.2,-1.9285130023956298,-0.008393282108784917,-0.5927449464797974,100,0.0,0.16875577121973037,0.0001
,,,,330,,,-0.56791962,0,11,0.46,2.26,1259,,,,,,,,,,
0.88,-0.10944274785462767,161,360,360,1.28,0,,,,,,,0.0005599419,0.12773840129375458,0.2,-1.9221773386001586,-0.007550100956577666,-0.15535187721252441,110,0.0,0.38951447010040285,0.0001
,,,,360,,,-0.5632797,0,12,0.44,2.28,1373,,,,,,,,,,
0.94,-0.07062723242677749,173,390,390,1.24,0,,,,,,,0.0006191949,0.08272234350442886,0.2,-1.9144791841506958,-0.004374277713359476,-0.2040618658065796,120,0.0,0.2490428701043129,0.0001
,,,,390,,,-0.58519976,0,13,0.42,2.3,1483,,,,,,,,,,
0.92,-0.088143829270266,189,420,420,1.16,0,,,,,,,0.00067568023,0.1048426553606987,0.2,-1.9061526894569396,-0.004455892601593625,-0.3727073669433594,130,0.0,0.2912186160683632,0.0001
,,,,420,,,-0.58716378,0,14,0.43,2.25,1591,,,,,,,,,,
0.92,-0.06958979424554855,207,450,450,1.22,0,,,,,,,0.0015661339,0.05554788187146187,0.2,-1.8918829798698424,-0.01463175774241492,0.07570379972457886,140,0.0,0.2234829217195511,0.0001
,,,,450,,,-0.5169296099999999,0,15,0.49,2.12,1702,,,,,,,,,,
0.94,-0.06866393012925982,221,480,480,1.16,0,,,,,,,0.0022422692,0.10767455399036407,0.2,-1.8712266325950622,-0.01315908202746261,-0.46509408950805664,150,0.0,0.3201503664255142,0.0001
,,,,480,,,-0.5207760300000001,0,16,0.47,2.14,1810,,,,,,,,,,
0.88,-0.0501781041175127,237,510,510,1.26,0,,,,,,,0.0018796623,0.06092860549688339,0.2,-1.8560444593429566,-0.009952003229409456,-0.06434130668640137,160,0.0,0.20748114138841628,0.0001
,,,,510,,,-0.45826843999999994,0,17,0.53,2.04,1930,,,,,,,,,,
0.94,-0.06910012658685445,251,540,540,1.14,0,,,,,,,0.0022309045,0.07929113507270813,0.2,-1.8209118962287902,-0.009186121784926726,0.07832592725753784,170,0.0,0.23329659253358842,0.0001
,,,,540,,,-0.46859090999999997,0,18,0.53,2.04,2040,,,,,,,,,,
0.88,-0.0924854128761217,265,570,570,1.26,0,,,,,,,0.00065088866,0.07060236483812332,0.2,-1.7939279437065125,-0.0014576883785775152,0.03788602352142334,180,0.0,0.2022255167365074,0.0001
,,,,570,,,-0.45914821999999994,0,19,0.54,2.03,2150,,,,,,,,,,
0.92,-0.0508354349527508,279,600,600,1.2,0,,,,,,,0.00082416536,0.10990364104509354,0.2,-1.7806644320487977,-0.005726484392071107,-0.310222864151001,190,0.0,0.3091207668185234,0.0001
,,,,600,,,-0.41839162,0,20,0.57,1.96,2252,,,,,,,,,,
0.84,-0.11226742440834642,293,630,630,1.4,0,,,,,,,0.0013125201,0.07832412421703339,0.2,-1.7733900904655457,-0.006887333683359209,-0.00042688846588134766,200,0.0,0.2360320657491684,0.0001
,,,,630,,,-0.46055791,0,21,0.54,2.02,2390,,,,,,,,,,
0.86,-0.15268919613212348,307,660,660,1.36,0,,,,,,,0.0005609532,0.08673231303691864,0.2,-1.7586793899536133,-0.006128483759239333,-0.0143355131149292,210,0.0,0.27004764378070834,0.0001
,,,,660,,,-0.51051704,0,22,0.49,2.11,2525,,,,,,,,,,
0.9,-0.04930557826068252,322,690,690,1.24,0,,,,,,,0.0002787272,0.06976666301488876,0.2,-1.7404027342796327,-0.0011015971452192018,0.23271524906158447,220,0.0,0.18397721350193025,0.0001
,,,,690,,,-0.48157942000000004,0,23,0.52,2.07,2635,,,,,,,,,,
0.86,-0.12992554445751012,335,720,720,1.3,0,,,,,,,0.00015814106,0.11090385913848877,0.2,-1.7347121357917785,0.00046870628594968266,0.025395691394805908,230,0.0,0.26093041598796846,0.0001
,,,,720,,,-0.48649278,0,24,0.48,2.15,2749,,,,,,,,,,
0.9,-0.050440614903345705,348,750,750,1.22,0,,,,,,,0.00023809672,0.10539878159761429,0.2,-1.7386190056800843,-0.0016711249175326071,-0.11762762069702148,240,0.0,0.31782808899879456,0.0001
,,,,750,,,-0.4963242199999999,0,25,0.47,2.19,2873,,,,,,,,,,
0.98,-0.02690241565462202,365,780,780,1.06,0,,,,,,,0.00021579265,0.08367986977100372,0.2,-1.7425331711769103,-0.00229691851498508,0.1752479076385498,250,0.0,0.2101055085659027,0.0001
,,,,780,,,-0.46670798999999996,0,26,0.51,2.1,2980,,,,,,,,,,
0.86,-0.1540916878450662,381,810,810,1.34,0,,,,,,,0.001521329,0.08460298180580139,0.2,-1.7244768977165221,-0.012877797285715697,-0.14187216758728027,260,0.0,0.278072752058506,0.0001
,,,,810,,,-0.4462939,0,27,0.54,2.04,3093,,,,,,,,,,
0.96,-0.04843091180082411,396,840,840,1.12,0,,,,,,,0.0006021202,0.05841097608208656,0.2,-1.700437080860138,8.390803996007889e-05,0.32382047176361084,270,0.0,0.16574464812874795,0.0001
,,,,840,,,-0.44090067999999993,0,28,0.55,2.05,3199,,,,,,,,,,
0.86,-0.13122922340407966,411,870,870,1.32,0,,,,,,,0.0005748133,0.12576477229595184,0.2,-1.6803872227668761,-0.004532080069087207,-0.20608234405517578,280,0.0,0.3254753053188324,0.0001
,,,,870,,,-0.40704022,0,29,0.56,2.05,3318,,,,,,,,,,
0.9,-0.07187915597110987,423,900,900,1.28,0,,,,,,,0.00064573286,0.07353441417217255,0.2,-1.6528802514076233,-0.003351702767734821,0.1374760866165161,290,0.0,0.24126810431480408,0.0001
,,,,900,,,-0.44758667,0,30,0.54,2.08,3433,,,,,,,,,,
0.94,-0.0486616811202839,440,930,930,1.16,0,,,,,,,0.00082642236,0.05350678414106369,0.2,-1.6437583446502686,-0.007060022734415838,0.2970162630081177,300,0.0,0.16935835480690004,0.0001
,,,,930,,,-0.40761657,0,31,0.6,1.98,3546,,,,,,,,,,
0.9,-0.109398393612355,455,960,960,1.26,0,,,,,,,0.0012319863,0.05530315637588501,0.2,-1.6123789310455323,-0.008009504452347738,0.2653162479400635,310,0.0,0.16857481002807617,0.0001
,,,,960,,,-0.4274751,0,32,0.59,1.99,3669,,,,,,,,,,
0.94,-0.0675020706653595,469,990,990,1.14,0,,,,,,,0.0017186184,0.07722889631986618,0.2,-1.5771264433860779,-0.010334563507543226,-0.10143494606018066,320,0.0,0.23497848808765412,0.0001
,,,,990,,,-0.44456823999999995,0,33,0.57,2.03,3792,,,,,,,,,,
0.86,-0.11169825640507042,485,1020,1020,1.3,0,,,,,,,0.0019975086,0.09435218572616577,0.2,-1.534976077079773,-0.010999595865917654,-0.006031990051269531,330,0.0,0.26796208024024964,0.0001
,,,,1020,,,-0.4244858899999999,0,34,0.6,2.01,3911,,,,,,,,,,
0.84,-0.09096628845669329,499,1050,1050,1.34,0,,,,,,,0.00072648126,0.06702370196580887,0.2,-1.4854927778244018,-0.0033326394431057336,0.277904212474823,340,0.0,0.18987547755241393,0.0001
,,,,1050,,,-0.43381236000000006,0,35,0.57,2.04,4027,,,,,,,,,,
0.9,-0.06964356179349124,513,1080,1080,1.26,0,,,,,,,0.000737077,0.06507296115159988,0.2,-1.4672062873840332,-0.004391492959111965,0.28279656171798706,350,0.0,0.18584705591201783,0.0001
,,,,1080,,,-0.4256289000000001,0,36,0.57,2.04,4147,,,,,,,,,,
0.92,-0.09077824177220464,528,1110,1110,1.22,0,,,,,,,0.0014294068,0.11364723742008209,0.2,-1.4279239654541016,-0.005401490478931637,-0.2780036926269531,360,0.0,0.29638597965240476,0.0001
,,,,1110,,,-0.4053740299999999,0,37,0.58,2.01,4257,,,,,,,,,,
0.88,-0.05087182637304068,542,1140,1140,1.26,0,,,,,,,0.00075301726,0.04929500073194504,0.2,-1.374159836769104,-0.004514288839806468,0.4465329647064209,370,0.0,0.16910857260227202,0.0001
,,,,1140,,,-0.41933165,0,38,0.56,2.06,4364,,,,,,,,,,
0.9,-0.08860064812004566,559,1170,1170,1.2,0,,,,,,,0.00069638493,0.049055956304073334,0.2,-1.3632919192314148,-0.004600123648997467,0.3396994471549988,380,0.0,0.1469822980463505,0.0001
,,,,1170,,,-0.39955090000000015,0,39,0.58,2.01,4493,,,,,,,,,,
0.9,-0.07299852818250656,577,1200,1200,1.28,0,,,,,,,0.0017554025,0.08281444013118744,0.2,-1.3319241046905517,-0.013320395491706804,0.05034106969833374,390,0.0,0.23998366743326188,0.0001
,,,,1200,,,-0.36775988000000004,0,40,0.61,1.93,4623,,,,,,,,,,
0.86,-0.1329160976782441,595,1230,1230,1.34,0,,,,,,,0.0010370056,0.09229295700788498,0.2,-1.271440863609314,-0.002931949618893448,-0.05829751491546631,400,0.0,0.25735893100500107,0.0001
,,,,1230,,,-0.34844887999999996,0,41,0.64,1.88,4739,,,,,,,,,,
0.92,-0.08874550852458923,614,1260,1260,1.2,0,,,,,,,0.0013545096,0.06616854667663574,0.2,-1.2184491872787475,-0.00640197783630958,0.27804529666900635,410,0.0,0.21086403876543044,0.0001
,,,,1260,,,-0.34590357,0,42,0.67,1.79,4851,,,,,,,,,,
0.96,-0.02791859267279506,632,1290,1290,1.14,0,,,,,,,0.0016694625,0.09847307205200195,0.2,-1.1590054631233215,-0.008343869755820599,-0.1344844102859497,420,0.0,0.26514081209897994,0.0001
,,,,1290,,,-0.3293734,0,43,0.7,1.7,4958,,,,,,,,,,
0.88,-0.11060109753161669,650,1320,1320,1.28,0,,,,,,,0.0016086121,0.07313267141580582,0.2,-1.0880940675735473,-0.010857076416723288,0.26533204317092896,430,0.0,0.2285495012998581,0.0001
,,,,1320,,,-0.30348041000000003,0,44,0.72,1.65,5070,,,,,,,,,,
0.94,-0.04787359750829637,666,1350,1350,1.14,0,,,,,,,0.0012380203,0.07434216141700745,0.2,-1.0149480819702148,-0.0037581112394885264,0.04742121696472168,440,0.0,0.2082988664507866,0.0001
,,,,1350,,,-0.28552225,0,45,0.71,1.68,5178,,,,,,,,,,
0.86,-0.09117355343885719,683,1380,1380,1.32,0,,,,,,,0.00010166764,0.09501203894615173,0.2,-0.9660922169685364,0.0003428891804651002,-0.12407660484313965,450,0.0,0.23315441459417344,0.0001
,,,,1380,,,-0.31492347,0,46,0.68,1.71,5293,,,,,,,,,,
0.96,-0.02806814479175955,703,1410,1410,1.16,0,,,,,,,0.00020038684,0.10288210213184357,0.2,-0.9572428345680237,-0.0029270370898302643,0.10340666770935059,460,0.0,0.2645528450608253,0.0001
,,,,1410,,,-0.31633726,0,47,0.68,1.7,5401,,,,,,,,,,
0.92,-0.06857842800673097,720,1440,1440,1.22,0,,,,,,,0.00034498572,0.0995962917804718,0.2,-0.9354038834571838,-0.0026020125282229857,0.02686750888824463,470,0.0,0.24786105006933212,0.0001
,,,,1440,,,-0.31725454,0,48,0.67,1.71,5512,,,,,,,,,,
0.94,-0.027513443185016515,739,1470,1470,1.12,0,,,,,,,0.00058298506,0.08417858928442001,0.2,-0.8993289113044739,-0.002683353450071646,0.05595749616622925,480,0.0,0.21524589210748674,0.0001
,,,,1470,,,-0.29316862,0,49,0.69,1.68,5629,,,,,,,,,,
0.94,-0.04910362218040973,752,1500,1500,1.16,0,,,,,,,0.0014825463,0.03455822914838791,0.2,-0.8486752808094025,-0.005525668145079621,0.4829232692718506,490,0.0,0.11108323559165001,0.0001
,,,,1500,,,-0.32463591,0,50,0.67,1.76,5749,,,,,,,,,,
0.94,-0.04798392796888948,766,1530,1530,1.18,0,,,,,,,0.0006634275,0.1180952787399292,0.2,-0.7915213882923127,-0.0024523958327094418,-0.09081149101257324,500,0.0,0.3005420371890068,0.0001
,,,,1530,,,-0.3657248899999999,0,51,0.65,1.79,5858,,,,,,,,,,
0.92,-0.07171784597449005,784,1560,1560,1.22,0,,,,,,,0.0008023381,0.1422291100025177,0.2,-0.750622284412384,-0.00516468108786885,-0.25197434425354004,510,0.0,0.3474662035703659,0.0001
,,,,1560,,,-0.33606238000000005,0,52,0.67,1.78,5973,,,,,,,,,,
0.94,-0.06928748395759612,799,1590,1590,1.22,0,,,,,,,9.349982e-05,0.08322824537754059,0.2,-0.7181764125823975,-0.00032981437223496003,0.17096960544586182,520,0.0,0.19752248972654343,0.0001
,,,,1590,,,-0.3529843,0,53,0.64,1.85,6088,,,,,,,,,,
0.86,-0.12944679870270193,816,1620,1620,1.32,0,,,,,,,0.00017679532,0.05460463464260101,0.2,-0.7153476536273956,-0.002212601745486609,0.35198354721069336,530,0.0,0.14142761304974555,0.0001
,,,,1620,,,-0.36649011000000004,0,54,0.63,1.86,6206,,,,,,,,,,
0.9,-0.07115857298485935,831,1650,1650,1.22,0,,,,,,,0.00044116576,0.09569064527750015,0.2,-0.6943640232086181,-0.002983238721305215,-0.03827524185180664,540,0.0,0.25538901835680006,0.0001
,,,,1650,,,-0.38728434,0,55,0.6,1.93,6319,,,,,,,,,,
0.92,-0.051235401285812256,851,1680,1680,1.22,0,,,,,,,5.489389e-05,0.10142280161380768,0.2,-0.6751311361789704,-0.0007060813862578063,-0.10160529613494873,550,0.0,0.24320594370365142,0.0001
,,,,1680,,,-0.3270926900000001,0,56,0.65,1.82,6452,,,,,,,,,,
0.9,-0.07273830474819988,868,1710,1710,1.34,0,,,,,,,0.00020485917,0.10421299934387207,0.2,-0.6702332913875579,-0.0018072260671761597,-0.18223810195922852,560,0.0,0.2627099722623825,0.0001
,,,,1710,,,-0.30383949,0,57,0.67,1.76,6575,,,,,,,,,,
0.88,-0.08987888206727802,885,1740,1740,1.28,0,,,,,,,0.00017857552,0.11136521399021149,0.2,-0.648742550611496,-0.00014624257363413662,0.050238609313964844,570,0.0,0.28499937504529954,0.0001
,,,,1740,,,-0.32009793999999997,0,58,0.66,1.76,6695,,,,,,,,,,
0.92,-0.07165205091703683,901,1770,1770,1.26,0,,,,,,,0.00034023722,0.07867374271154404,0.2,-0.6291005551815033,-0.004587779828580096,0.13094663619995117,580,0.0,0.201371069252491,0.0001
,,,,1770,,,-0.33110568,0,59,0.65,1.77,6813,,,,,,,,,,
0.94,-0.04849075995385647,919,1800,1800,1.14,0,,,,,,,0.0009207368,0.07081560045480728,0.2,-0.5977620124816895,-0.0065120347969543245,0.2604474425315857,590,0.0,0.19236175268888472,0.0001
,,,,1800,,,-0.32024963,0,60,0.65,1.77,6926,,,,,,,,,,
1.0,-0.009011352928355336,937,1830,1830,1.14,0,,,,,,,0.00019622644,0.07465679943561554,0.2,-0.5631574034690857,-0.00015693564988978893,0.2149091362953186,600,0.0,0.19398608654737473,0.0001
,,,,1830,,,-0.30980467,0,61,0.65,1.72,7036,,,,,,,,,,
0.88,-0.1098522801604122,955,1860,1860,1.26,0,,,,,,,0.0,0.10541524738073349,0.2,-0.557745772600174,-3.866354617598766e-06,-0.09881925582885742,610,0.0,0.24856301695108413,0.0001
,,,,1860,,,-0.31385373,0,62,0.66,1.72,7148,,,,,,,,,,
0.92,-0.07268818748183549,972,1890,1890,1.26,0,,,,,,,8.371472e-05,0.09117227047681808,0.2,-0.5563986301422119,-0.0017116871500426178,0.10334724187850952,620,0.0,0.21630918830633164,0.0001
,,,,1890,,,-0.31606587999999997,0,63,0.66,1.72,7274,,,,,,,,,,
0.9,-0.08991455239709467,993,1920,1920,1.22,0,,,,,,,2.459685e-05,0.1136469915509224,0.2,-0.553706681728363,0.0005745269865534475,-0.14884626865386963,630,0.0,0.265257203578949,0.0001
,,,,1920,,,-0.27391089999999996,0,64,0.7,1.65,7392,,,,,,,,,,
0.94,-0.04845191752538085,1011,1950,1950,1.18,0,,,,,,,0.00022027493,0.05472473427653313,0.2,-0.5764767467975617,-0.0013604171994180624,0.28082776069641113,640,0.0,0.138332599401474,0.0001
,,,,1950,,,-0.25486501,0,65,0.73,1.62,7504,,,,,,,,,,
0.9,-0.11154198032803833,1028,1980,1980,1.3,0,,,,,,,0.00010074377,0.09638673812150955,0.2,-0.5983706772327423,-0.0007787545341606972,0.04923611879348755,650,0.0,0.22494491040706635,0.0001
,,,,1980,,,-0.27809695,0,66,0.71,1.67,7630,,,,,,,,,,
0.92,-0.04996858526952565,1045,2010,2010,1.26,0,,,,,,,2.6955207e-05,0.11240998655557632,0.2,-0.5909404397010803,-0.0006011791110601017,0.03814464807510376,660,0.0,0.25482983887195587,0.0001
,,,,2010,,,-0.24293163000000004,0,67,0.74,1.63,7750,,,,,,,,,,
0.9,-0.04953621285036206,1066,2040,2040,1.24,0,,,,,,,2.405246e-05,0.09860064089298248,0.2,-0.5910496950149536,-0.00037669201650096794,-0.09152472019195557,670,0.0,0.23701305091381072,0.0001
,,,,2040,,,-0.23082803,0,68,0.75,1.6,7869,,,,,,,,,,
0.86,-0.11011866013985128,1084,2070,2070,1.28,0,,,,,,,0.0010820309,0.04977204650640488,0.2,-0.5729757905006408,-0.00871359723387286,0.42941778898239136,680,0.0,0.14233492761850358,0.0001
,,,,2070,,,-0.24169936,0,69,0.74,1.63,7981,,,,,,,,,,
0.86,-0.13373967920430005,1098,2100,2100,1.32,0,,,,,,,0.000111899775,0.05531039088964462,0.2,-0.538487333059311,0.00020243366564205446,0.2650248408317566,690,0.0,0.14726821407675744,0.0001
,,,,2100,,,-0.26756203,0,70,0.71,1.7,8117,,,,,,,,,,
0.9,-0.11025030205957592,1117,2130,2130,1.28,0,,,,,,,6.02901e-05,0.09934212267398834,0.2,-0.5289902687072754,-0.0010144831610279681,0.042083799839019775,700,0.0,0.2313183531165123,0.0001
,,,,2130,,,-0.27529019,0,71,0.71,1.7,8231,,,,,,,,,,
0.98,-0.027467473158612848,1133,2160,2160,1.08,0,,,,,,,4.01934e-06,0.0778808519244194,0.2,-0.5323343932628631,0.00033731807867312116,0.3060820698738098,710,0.0,0.17918354272842407,0.0001
,,,,2160,,,-0.26458137,0,72,0.72,1.66,8340,,,,,,,,,,
0.86,-0.07054707397241146,1152,2190,2190,1.32,0,,,,,,,0.00052675407,0.1023835688829422,0.2,-0.5107908636331558,-0.003796124644189369,-0.2965211868286133,720,0.0,0.25853475332260134,0.0001
,,,,2190,,,-0.2875407200000001,0,73,0.69,1.7,8457,,,,,,,,,,
0.88,-0.11205221682786942,1168,2220,2220,1.26,0,,,,,,,0.0011280497,0.06436459720134735,0.2,-0.4710561364889145,-0.010147281180446388,0.13775616884231567,730,0.0,0.1894359901547432,0.0001
,,,,2220,,,-0.27684017,0,74,0.68,1.74,8573,,,,,,,,,,
0.94,-0.06900305536575616,1186,2250,2250,1.18,0,,,,,,,0.000108655295,0.06056611239910126,0.2,-0.4339022099971771,0.00037631769907093827,0.21962285041809082,740,0.0,0.14960958510637284,0.0001
,,,,2250,,,-0.25467177,0,75,0.69,1.73,8685,,,,,,,,,,
0.9,-0.09247753378935158,1206,2280,2280,1.28,0,,,,,,,0.00022582411,0.07414772361516953,0.2,-0.4180066227912903,-0.0025366865466153856,0.17648237943649292,750,0.0,0.17471287846565248,0.0001
,,,,2280,,,-0.21441983,0,76,0.73,1.68,8816,,,,,,,,,,
0.96,-0.00894068118184805,1228,2310,2310,1.14,0,,,,,,,1.9286077e-05,0.06268341094255447,0.2,-0.40721009373664857,0.000762124157002475,0.03168797492980957,760,0.0,0.14537547379732133,0.0001
,,,,2310,,,-0.18114099999999997,0,77,0.75,1.63,8927,,,,,,,,,,
0.82,-0.13174701903015376,1246,2340,2340,1.4,0,,,,,,,0.00037627618,0.036554671823978424,0.2,-0.4238696426153183,-0.003250387864536597,-0.15376019477844238,770,0.0,0.10128175243735313,0.0001
