eval/success_rate,eval/mean_reward,env/current_idx,env/n_steps,time/total_timesteps,eval/mean_ep_length,env/completion_counter,rollout/ep_rew_mean,time/fps,time/iterations,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,train/approx_kl,train/loss,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/clip_fraction,train/value_loss,train/learning_rate
0.94,-0.071414340948686,5551,9330,9330,1.18,0,,,,,,,0.00011227131,0.10778295248746872,0.2,-0.12256400212645531,-0.0015612023319896196,0.1054413914680481,3100,0.0,0.2879940703511238,0.0001
,,,,9330,,,-0.19439547000000001,0,311,0.78,1.51,35910,,,,,,,,,,
0.88,-0.11090389949269593,5570,9360,9360,1.28,0,,,,,,,0.0,0.09096716344356537,0.2,-0.06539475694298744,3.622968925753867e-07,0.27517080307006836,3110,0.0,0.1923465386033058,0.0001
,,,,9360,,,-0.24059360000000002,0,312,0.75,1.56,36026,,,,,,,,,,
0.92,-0.008587941555306315,5590,9390,9390,1.18,0,,,,,,,0.07009211,0.06544119864702225,0.2,-0.10231359601020813,-0.010239153870691808,0.2885679006576538,3120,0.030000001564621924,0.17166962325572968,0.0001
,,,,9390,,,-0.30586072999999997,0,313,0.69,1.66,36139,,,,,,,,,,
0.92,-0.05006101106759161,5606,9420,9420,1.3,0,,,,,,,0.00037346085,0.05909964069724083,0.2,-0.06347383670508862,-0.0034998282852273022,0.4268380403518677,3130,0.0,0.15068280398845674,0.0001
,,,,9420,,,-0.34050617000000005,0,314,0.66,1.72,36250,,,,,,,,,,
0.9,-0.06905437307432294,5627,9450,9450,1.26,0,,,,,,,1.1920929e-07,0.07431400567293167,0.2,-0.058825386315584184,-1.3182560536506572e-07,0.3816481828689575,3140,0.0,0.16327774673700332,0.0001
,,,,9450,,,-0.29461497999999997,0,315,0.71,1.63,36363,,,,,,,,,,
0.86,-0.09500459431204945,5648,9480,9480,1.32,0,,,,,,,0.0,0.10056637972593307,0.2,-0.0566652674227953,-2.563993134252485e-07,0.00338667631149292,3150,0.0,0.22603252977132798,0.0001
,,,,9480,,,-0.23389171999999994,0,316,0.76,1.56,36476,,,,,,,,,,
0.84,-0.11196721856482326,5667,9510,9510,1.42,0,,,,,,,0.0,0.060463130474090576,0.2,-0.055913322046399115,-1.5258789254346539e-07,-0.5550105571746826,3160,0.0,0.15394465178251265,0.0001
,,,,9510,,,-0.22848734999999998,0,317,0.76,1.55,36589,,,,,,,,,,
0.96,-0.028531371280550957,5687,9540,9540,1.16,0,,,,,,,6.4929327e-06,0.13470087945461273,0.2,-0.05549766533076763,-9.083280791557513e-05,0.3324013948440552,3170,0.0,0.27842293977737426,0.0001
,,,,9540,,,-0.19084255,0,318,0.77,1.53,36699,,,,,,,,,,
0.94,-0.04764345843344927,5707,9570,9570,1.16,0,,,,,,,0.0,0.06700044870376587,0.2,-0.0551654327660799,-3.3378601571598664e-08,0.3510856032371521,3180,0.0,0.14470958560705185,0.0001
,,,,9570,,,-0.18964237999999997,0,319,0.78,1.49,36799,,,,,,,,,,
0.8,-0.15272830217611044,5726,9600,9600,1.42,0,,,,,,,0.0,0.08558279275894165,0.2,-0.0548259761184454,7.94728611808182e-09,0.3996998071670532,3190,0.0,0.20396339446306228,0.0001
,,,,9600,,,-0.17290606999999997,0,320,0.79,1.52,36911,,,,,,,,,,
0.96,-0.0296028172923252,5745,9630,9630,1.16,0,,,,,,,6.723404e-06,0.07496626675128937,0.2,-0.054557324200868604,-0.00013969997554035273,0.0053598880767822266,3200,0.0,0.16086960583925247,0.0001
,,,,9630,,,-0.19494635999999996,0,321,0.78,1.53,37014,,,,,,,,,,
0.84,-0.1507268771249801,5765,9660,9660,1.36,0,,,,,,,4.9233436e-06,0.05297615006566048,0.2,-0.05423271097242832,-1.2657642425928373e-05,0.41225582361221313,3210,0.0,0.1213439680635929,0.0001
,,,,9660,,,-0.16661067,0,322,0.79,1.52,37142,,,,,,,,,,
0.88,-0.09024088760372251,5779,9690,9690,1.3,0,,,,,,,0.0,0.06907560676336288,0.2,-0.05407799482345581,4.96705368169259e-08,0.03678196668624878,3220,0.0,0.15192942917346955,0.0001
,,,,9690,,,-0.20289024,0,323,0.76,1.6,37256,,,,,,,,,,
0.88,-0.07101772971451283,5798,9720,9720,1.26,0,,,,,,,0.0,0.07901213318109512,0.2,-0.05422287434339523,2.5629997324472244e-08,0.15590745210647583,3230,0.0,0.1772589847445488,0.0001
,,,,9720,,,-0.20361353999999998,0,324,0.75,1.65,37365,,,,,,,,,,
0.9,-0.11021375375334173,5812,9750,9750,1.24,0,,,,,,,0.0,0.07229968905448914,0.2,-0.054252903908491135,6.953875475446125e-09,0.31529688835144043,3240,0.0,0.15605610013008117,0.0001
,,,,9750,,,-0.21148089999999997,0,325,0.72,1.72,37471,,,,,,,,,,
0.94,-0.06858552574645728,5827,9780,9780,1.16,0,,,,,,,5.4808457e-05,0.14218385517597198,0.2,-0.054642378911376,-0.0003306885602069265,-0.4758709669113159,3250,0.0,0.3186951369047165,0.0001
,,,,9780,,,-0.25249911999999997,0,326,0.68,1.79,37585,,,,,,,,,,
0.92,-0.07135636246297508,5845,9810,9810,1.18,0,,,,,,,0.00022797783,0.08147560805082321,0.2,-0.055371686816215515,-0.0013825748794261017,0.27604353427886963,3260,0.0,0.17780751883983612,0.0001
,,,,9810,,,-0.26473582,0,327,0.68,1.82,37683,,,,,,,,,,
0.88,-0.07127797077409923,5863,9840,9840,1.32,0,,,,,,,1.1920929e-07,0.0858171135187149,0.2,-0.05229160264134407,-1.5238920774152121e-07,0.21707582473754883,3270,0.0,0.1901590958237648,0.0001
,,,,9840,,,-0.2858287,0,328,0.66,1.85,37799,,,,,,,,,,
0.9,-0.11022037582006305,5882,9870,9870,1.24,0,,,,,,,0.0,0.06702964007854462,0.2,-0.05058174058794975,-7.232030370118992e-08,0.29374903440475464,3280,0.0,0.14204094260931016,0.0001
,,,,9870,,,-0.2485779,0,329,0.73,1.74,37902,,,,,,,,,,
0.92,-0.0678298413567245,5899,9900,9900,1.16,0,,,,,,,0.0,0.05812421068549156,0.2,-0.05016079396009445,-9.934107314535368e-10,0.1567908525466919,3290,0.0,0.12826038524508476,0.0001
,,,,9900,,,-0.25751673999999997,0,330,0.72,1.77,38008,,,,,,,,,,
0.98,-0.028061023075133563,5919,9930,9930,1.14,0,,,,,,,0.0,0.10356874018907547,0.2,-0.04987362250685692,1.0530154082033505e-08,0.2795676589012146,3300,0.0,0.22946191132068633,0.0001
,,,,9930,,,-0.24591069000000002,0,331,0.73,1.7,38109,,,,,,,,,,
0.94,-0.04931668769568205,5937,9960,9960,1.18,0,,,,,,,0.00253161,0.07718972861766815,0.2,-0.0763727992773056,-0.0003356927607820026,0.19278407096862793,3310,0.006666667014360428,0.16889193058013915,0.0001
,,,,9960,,,-0.22319977999999996,0,332,0.76,1.65,38217,,,,,,,,,,
0.86,-0.10950271375477313,5955,9990,9990,1.3,0,,,,,,,0.0,0.08074651658535004,0.2,-0.04972294420003891,3.246466278916671e-07,0.31836700439453125,3320,0.0,0.17644180357456207,0.0001
,,,,9990,,,-0.23446990999999998,0,333,0.75,1.64,38329,,,,,,,,,,
0.98,-0.02710620584897697,5976,10020,10020,1.08,0,,,,,,,0.0001439929,0.11109602451324463,0.2,-0.04974108524620533,-0.002071227304113421,0.05500781536102295,3330,0.0,0.2540272235870361,0.0001
,,,,10020,,,-0.22356501,0,334,0.76,1.59,38428,,,,,,,,,,
0.94,-0.06799760894849896,5993,10050,10050,1.14,0,,,,,,,0.0005328,0.0862966850399971,0.2,-0.053753838315606116,-0.0034216994477660025,0.07196146249771118,3340,0.0,0.2124759942293167,0.0001
,,,,10050,,,-0.25624911999999994,0,335,0.73,1.6,38530,,,,,,,,,,
0.92,-0.06946373569313437,6011,10080,10080,1.18,0,,,,,,,1.2119611e-07,0.07227092236280441,0.2,-0.05216890424489975,1.639127711783317e-07,0.32109034061431885,3350,0.0,0.15744948834180833,0.0001
,,,,10080,,,-0.24260690999999998,0,336,0.72,1.64,38631,,,,,,,,,,
0.88,-0.10977098322007806,6032,10110,10110,1.28,0,,,,,,,0.0,0.06959044188261032,0.2,-0.054711614921689036,4.788239755804114e-08,0.16472619771957397,3360,0.0,0.15259364396333694,0.0001
,,,,10110,,,-0.23140479,0,337,0.75,1.57,38738,,,,,,,,,,
0.9,-0.11041859297081828,6053,10140,10140,1.26,0,,,,,,,0.0,0.0965055301785469,0.2,-0.055524079129099846,2.4437904633245467e-08,0.28588664531707764,3370,0.0,0.20828016847372055,0.0001
,,,,10140,,,-0.21911691,0,338,0.76,1.56,38843,,,,,,,,,,
0.96,-0.027923238994553685,6068,10170,10170,1.14,0,,,,,,,0.0,0.061102401465177536,0.2,-0.05591654665768146,-2.443790436679194e-08,0.3301917314529419,3380,0.0,0.13103598579764367,0.0001
,,,,10170,,,-0.25491401,0,339,0.74,1.59,38944,,,,,,,,,,
0.86,-0.13130795446690172,6085,10200,10200,1.32,0,,,,,,,0.069340535,0.14414642751216888,0.2,-0.11584645807743073,-0.01506620287274325,-0.17470431327819824,3390,0.026666668057441712,0.3579250395298004,0.0001
,,,,10200,,,-0.26775763999999996,0,340,0.71,1.65,39067,,,,,,,,,,
0.84,-0.17250692246481777,6106,10230,10230,1.32,0,,,,,,,0.0,0.11586270481348038,0.2,-0.05628824532032013,6.934007101833117e-08,0.04990965127944946,3400,0.0,0.24588268697261811,0.0001
,,,,10230,,,-0.24655126,0,341,0.74,1.59,39185,,,,,,,,,,
0.92,-0.0898917187936604,6123,10260,10260,1.22,0,,,,,,,0.0,0.10356124490499496,0.2,-0.05627216063439846,-1.9550323369088573e-07,-0.03866314888000488,3410,0.0,0.22565205097198487,0.0001
,,,,10260,,,-0.26378649,0,342,0.72,1.63,39292,,,,,,,,,,
0.94,-0.06857792038936168,6144,10290,10290,1.14,0,,,,,,,4.695654e-05,0.07694093883037567,0.2,-0.05680134557187557,-0.00023383130919683027,0.29324841499328613,3420,0.0,0.1677757740020752,0.0001
,,,,10290,,,-0.27496497000000003,0,343,0.72,1.63,39403,,,,,,,,,,
0.82,-0.17217869088985027,6161,10320,10320,1.42,0,,,,,,,0.0003658553,0.07398960739374161,0.2,-0.056759648770093915,-0.003724549163404589,0.26666224002838135,3430,0.0,0.18496123403310777,0.0001
,,,,10320,,,-0.28384402000000003,0,344,0.7,1.67,39537,,,,,,,,,,
0.92,-0.07366221972741187,6181,10350,10350,1.22,0,,,,,,,1.1920929e-07,0.07660063356161118,0.2,-0.05147174037992954,4.73459562577716e-07,0.3268076181411743,3440,0.0,0.16399288326501846,0.0001
,,,,10350,,,-0.24319497,0,345,0.75,1.59,39659,,,,,,,,,,
0.84,-0.15536256259772926,6198,10380,10380,1.34,0,,,,,,,0.0,0.08497696369886398,0.2,-0.049851049482822415,6.441275237634159e-07,0.30558592081069946,3450,0.0,0.1899987205862999,0.0001
,,,,10380,,,-0.28009569,0,346,0.71,1.63,39770,,,,,,,,,,
0.94,-0.0481206399621442,6218,10410,10410,1.14,0,,,,,,,0.00031980276,0.06471513956785202,0.2,-0.15792862474918365,-0.006368120263407917,0.0063898563385009766,3460,0.0,0.232313871383667,0.0001
,,,,10410,,,-0.25918911,0,347,0.74,1.6,39873,,,,,,,,,,
0.9,-0.049228719361126425,6233,10440,10440,1.24,0,,,,,,,0.0,0.06257032603025436,0.2,-0.04708199203014374,2.3961067130429115e-07,0.3794218897819519,3470,0.0,0.13893954455852509,0.0001
,,,,10440,,,-0.24098075999999996,0,348,0.74,1.61,39982,,,,,,,,,,
0.92,-0.04941341176163405,6252,10470,10470,1.22,0,,,,,,,0.0,0.07329382002353668,0.2,-0.04651088044047356,-2.8312206712399755e-08,0.3735663890838623,3480,0.0,0.1563938707113266,0.0001
,,,,10470,,,-0.27826542,0,349,0.7,1.68,40097,,,,,,,,,,
0.82,-0.1513859230838716,6269,10500,10500,1.38,0,,,,,,,0.0031249681,0.07243997603654861,0.2,-0.06963274665176869,-0.0032866710308006473,0.39064890146255493,3490,0.023333334550261497,0.17612693160772325,0.0001
,,,,10500,,,-0.26744088,0,350,0.72,1.67,40212,,,,,,,,,,
0.92,-0.0896460366435349,6289,10530,10530,1.22,0,,,,,,,0.00030242404,0.15928983688354492,0.2,-0.045242318883538246,-0.004485347935503014,-0.5743032693862915,3500,0.0,0.3548897236585617,0.0001
,,,,10530,,,-0.25551532,0,351,0.73,1.67,40325,,,,,,,,,,
0.92,-0.06886220613494515,6306,10560,10560,1.2,0,,,,,,,1.1920929e-07,0.08571641147136688,0.2,-0.04174696393311024,-5.6823095873070885e-08,0.2593645453453064,3510,0.0,0.18642255365848542,0.0001
,,,,10560,,,-0.27375863,0,352,0.71,1.7,40431,,,,,,,,,,
0.84,-0.1330925411824137,6324,10590,10590,1.34,0,,,,,,,0.0,0.0656360313296318,0.2,-0.040266719087958334,-4.231929882081431e-08,0.45064473152160645,3520,0.0,0.1435804322361946,0.0001
,,,,10590,,,-0.27493235,0,353,0.72,1.67,40542,,,,,,,,,,
0.92,-0.08937691131606698,6342,10620,10620,1.22,0,,,,,,,0.00016652544,0.10406387597322464,0.2,-0.09510913789272309,-0.0017207437820616178,0.0907711386680603,3530,0.0,0.2342953309416771,0.0001
,,,,10620,,,-0.26428153,0,354,0.74,1.63,40654,,,,,,,,,,
0.98,-0.007713032299652696,6361,10650,10650,1.12,0,,,,,,,0.0,0.09538742899894714,0.2,-0.0391474511474371,-1.4503797429732402e-08,0.17651522159576416,3540,0.0,0.20165659189224244,0.0001
,,,,10650,,,-0.26295885999999996,0,355,0.72,1.65,40753,,,,,,,,,,
0.84,-0.13355063639115541,6379,10680,10680,1.36,0,,,,,,,0.0,0.07898865640163422,0.2,-0.03911893181502819,-4.3908755542609866e-08,0.22701632976531982,3550,0.0,0.17456394731998442,0.0001
,,,,10680,,,-0.26976374,0,356,0.7,1.65,40874,,,,,,,,,,
0.96,-0.04784695744048804,6397,10710,10710,1.12,0,,,,,,,0.00057457684,0.08166982233524323,0.2,-0.038365866616368295,-0.003347592771945873,0.12492311000823975,3560,0.0,0.19344250112771988,0.0001
,,,,10710,,,-0.26224091,0,357,0.7,1.67,40977,,,,,,,,,,
0.94,-0.06878314525820314,6417,10740,10740,1.16,0,,,,,,,0.000100859004,0.06779226660728455,0.2,-0.036003706604242326,-0.0006438261324365868,0.273891806602478,3570,0.0,0.14977455884218216,0.0001
,,,,10740,,,-0.22360248,0,358,0.73,1.63,41084,,,,,,,,,,
0.96,-0.04830801398493349,6437,10770,10770,1.14,0,,,,,,,0.0,0.054386261850595474,0.2,-0.03770830594003201,1.6639629976111792e-07,0.5292887091636658,3580,0.0,0.12559926584362985,0.0001
,,,,10770,,,-0.22560434000000004,0,359,0.75,1.58,41183,,,,,,,,,,
0.84,-0.1311635022237897,6459,10800,10800,1.38,0,,,,,,,0.000475953,0.08835144340991974,0.2,-0.03791197799146175,-0.0041857765677075776,0.26090186834335327,3590,0.0,0.20348156988620758,0.0001
,,,,10800,,,-0.20328586999999998,0,360,0.77,1.55,41300,,,,,,,,,,
0.92,-0.04833718090318143,6476,10830,10830,1.2,0,,,,,,,0.0,0.08733729273080826,0.2,-0.03504376336932182,7.234017008972415e-07,0.04667794704437256,3600,0.0,0.20202073007822036,0.0001
,,,,10830,,,-0.21405867999999995,0,361,0.77,1.54,41408,,,,,,,,,,
0.92,-0.06879543694201856,6494,10860,10860,1.22,0,,,,,,,0.0,0.08023326098918915,0.2,-0.033882491290569305,-4.1743119520987194e-07,0.25513017177581787,3610,0.0,0.17244098335504532,0.0001
,,,,10860,,,-0.22200766000000002,0,362,0.77,1.55,41511,,,,,,,,,,
0.92,-0.04935978826135397,6507,10890,10890,1.18,0,,,,,,,0.0,0.09452906996011734,0.2,-0.03317846804857254,-3.914038397834218e-08,0.14032834768295288,3620,0.0,0.20202120244503022,0.0001
,,,,10890,,,-0.28342835999999993,0,363,0.72,1.66,41616,,,,,,,,,,
0.9,-0.11275771977379918,6529,10920,10920,1.24,0,,,,,,,0.0,0.1298462599515915,0.2,-0.03331911489367485,-5.344549854235936e-07,-0.10963785648345947,3630,0.0,0.2831113934516907,0.0001
,,,,10920,,,-0.23332684,0,364,0.76,1.59,41733,,,,,,,,,,
0.88,-0.09050508567132055,6550,10950,10950,1.32,0,,,,,,,0.0,0.10045582056045532,0.2,-0.03294785059988499,1.9570191511775193e-08,0.10295760631561279,3640,0.0,0.21721765547990798,0.0001
,,,,10950,,,-0.24292545000000004,0,365,0.75,1.61,41847,,,,,,,,,,
0.92,-0.07030042011290788,6570,10980,10980,1.26,0,,,,,,,0.0,0.08553723245859146,0.2,-0.034868670254945756,-3.24447950372786e-07,0.05711644887924194,3650,0.0,0.1874978944659233,0.0001
,,,,10980,,,-0.26753753,0,366,0.73,1.65,41963,,,,,,,,,,
0.84,-0.11260299952235073,6585,11010,11010,1.38,0,,,,,,,0.0,0.07647509127855301,0.2,-0.03291027434170246,1.5298526001572554e-08,0.3788195252418518,3660,0.0,0.1659093052148819,0.0001
,,,,11010,,,-0.25154566,0,367,0.75,1.62,42083,,,,,,,,,,
0.94,-0.052595926336944106,6604,11040,11040,1.2,0,,,,,,,0.0,0.0975901335477829,0.2,-0.03286823034286499,3.616015153973251e-08,0.17021197080612183,3670,0.0,0.20447971820831298,0.0001
,,,,11040,,,-0.26987107,0,368,0.74,1.59,42191,,,,,,,,,,
0.92,-0.05015305798966438,6623,11070,11070,1.2,0,,,,,,,0.0,0.0613752081990242,0.2,-0.03285712823271751,2.9305617865738043e-08,0.4564993381500244,3680,0.0,0.13444448858499528,0.0001
,,,,11070,,,-0.23319048999999997,0,369,0.75,1.57,42306,,,,,,,,,,
0.92,-0.05110201653558761,6643,11100,11100,1.24,0,,,,,,,6.26723e-05,0.11612661182880402,0.2,-0.14056331664323807,-0.0030731185436405186,-0.8536103963851929,3690,0.0,0.3513349324464798,0.0001
,,,,11100,,,-0.23913108000000008,0,370,0.73,1.6,42429,,,,,,,,,,
0.86,-0.1122354469448328,6664,11130,11130,1.3,0,,,,,,,0.0,0.0752287283539772,0.2,-0.0334854282438755,1.0331471855806739e-08,0.2509518265724182,3700,0.0,0.16721033900976182,0.0001
,,,,11130,,,-0.22524143000000002,0,371,0.74,1.57,42535,,,,,,,,,,
0.96,-0.04784926843829453,6680,11160,11160,1.14,0,,,,,,,0.0,0.07948892563581467,0.2,-0.03389727771282196,-7.753570800961284e-08,-0.010497331619262695,3710,0.0,0.17240133583545686,0.0001
,,,,11160,,,-0.24283813,0,372,0.73,1.61,42636,,,,,,,,,,
0.82,-0.17486896437592805,6700,11190,11190,1.44,0,,,,,,,0.0,0.07205113768577576,0.2,-0.03379260040819645,2.2699435842099546e-08,0.4357995390892029,3720,0.0,0.16706328988075256,0.0001
,,,,11190,,,-0.22476385000000004,0,373,0.75,1.56,42773,,,,,,,,,,
0.88,-0.11194502955768257,6717,11220,11220,1.32,0,,,,,,,0.0,0.07853075861930847,0.2,-0.03384968228638172,-1.6068418728920618e-08,0.3710644245147705,3730,0.0,0.1675374522805214,0.0001
,,,,11220,,,-0.25194707,0,374,0.73,1.61,42887,,,,,,,,,,
0.96,-0.048057758063077924,6740,11250,11250,1.16,0,,,,,,,0.0,0.123905248939991,0.2,-0.033896267786622046,2.682208699589239e-09,-0.05820727348327637,3740,0.0,0.2689228951931,0.0001
,,,,11250,,,-0.22675583,0,375,0.77,1.55,42998,,,,,,,,,,
0.84,-0.09166500329505652,6758,11280,11280,1.36,0,,,,,,,0.0,0.07771164923906326,0.2,-0.03381159789860248,8.021791753076713e-09,0.12339979410171509,3750,0.0,0.17174019068479537,0.0001
,,,,11280,,,-0.23546222999999997,0,376,0.75,1.58,43111,,,,,,,,,,
0.9,-0.10951089149806649,6776,11310,11310,1.22,0,,,,,,,4.9670536e-08,0.08995192497968674,0.2,-0.03560975380241871,-3.350876263841229e-05,0.1660415530204773,3760,0.0,0.19594198614358901,0.0001
,,,,11310,,,-0.21534100000000003,0,377,0.76,1.56,43218,,,,,,,,,,
0.92,-0.05096723404712975,6797,11340,11340,1.18,0,,,,,,,0.0,0.06858590245246887,0.2,-0.033832750841975213,8.722146298545397e-08,0.23517757654190063,3770,0.0,0.14614664167165756,0.0001
,,,,11340,,,-0.20116871999999997,0,378,0.76,1.56,43317,,,,,,,,,,
0.86,-0.15483844122383744,6819,11370,11370,1.32,0,,,,,,,0.0,0.04530484229326248,0.2,-0.03387781493365764,3.7861367996328e-08,0.4299732446670532,3780,0.0,0.10252254009246826,0.0001
,,,,11370,,,-0.15084814000000002,0,379,0.81,1.47,43439,,,,,,,,,,
0.86,-0.13070383697748184,6839,11400,11400,1.34,0,,,,,,,0.0,0.07605847716331482,0.2,-0.03387829251587391,-2.6822090637423913e-08,-0.04539608955383301,3790,0.0,0.1652175024151802,0.0001
,,,,11400,,,-0.17511011000000004,0,380,0.78,1.51,43552,,,,,,,,,,
0.92,-0.04835229726042598,6856,11430,11430,1.18,0,,,,,,,9.117722e-05,0.08999411016702652,0.2,-0.08633955419063569,-0.001205375207549153,0.23916888236999512,3800,0.0,0.2120176374912262,0.0001
,,,,11430,,,-0.15432342,0,381,0.78,1.52,43649,,,,,,,,,,
0.88,-0.0697777541540563,6878,11460,11460,1.28,0,,,,,,,0.0,0.10138643532991409,0.2,-0.032952398806810376,1.4315048897373116e-07,0.3423684239387512,3810,0.0,0.21497141122817992,0.0001
,,,,11460,,,-0.14760171,0,382,0.8,1.46,43757,,,,,,,,,,
0.86,-0.1516122984001413,6897,11490,11490,1.34,0,,,,,,,0.00035392444,0.05747886002063751,0.2,-0.13737767189741135,-0.004103802625225583,0.2178729772567749,3820,0.0,0.1680919721722603,0.0001
,,,,11490,,,-0.17137923,0,383,0.79,1.51,43867,,,,,,,,,,
0.9,-0.07249580407515169,6917,11520,11520,1.28,0,,,,,,,0.0,0.06247277185320854,0.2,-0.03303096257150173,1.986821542843131e-08,0.32954829931259155,3830,0.0,0.13788484111428262,0.0001
,,,,11520,,,-0.18116968000000003,0,384,0.78,1.53,43973,,,,,,,,,,
0.94,-0.07065643314272166,6932,11550,11550,1.18,0,,,,,,,0.0,0.03906378149986267,0.2,-0.03386041298508644,-4.529952981613405e-08,0.3729272484779358,3840,0.0,0.0909385435283184,0.0001
,,,,11550,,,-0.19032199,0,385,0.75,1.59,44078,,,,,,,,,,
0.94,-0.04754210811108351,6952,11580,11580,1.12,0,,,,,,,0.0,0.09335178881883621,0.2,-0.034225575253367425,-1.3137857024503319e-08,0.15989071130752563,3850,0.0,0.21192810833454132,0.0001
,,,,11580,,,-0.19961417000000004,0,386,0.75,1.57,44179,,,,,,,,,,
0.92,-0.048958466448821125,6974,11610,11610,1.2,0,,,,,,,0.0,0.07762065529823303,0.2,-0.034225215762853624,-1.1622905837782582e-08,0.20113062858581543,3860,0.0,0.1650426998734474,0.0001
,,,,11610,,,-0.19450364999999997,0,387,0.76,1.54,44282,,,,,,,,,,
0.94,-0.04943905386608094,6997,11640,11640,1.18,0,,,,,,,2.6162465e-05,0.07352987676858902,0.2,-0.033968834578990935,-0.0002881003375296842,0.35815781354904175,3870,0.0,0.16853027641773224,0.0001
,,,,11640,,,-0.18201327,0,388,0.78,1.5,44384,,,,,,,,,,
0.9,-0.04998898812569678,7018,11670,11670,1.24,0,,,,,,,0.08343973,0.061727333813905716,0.2,-0.09210659489035607,-0.0022615674960738017,0.2361140251159668,3880,0.030000001564621924,0.13843656182289124,0.0001
,,,,11670,,,-0.19569762999999996,0,389,0.78,1.48,44492,,,,,,,,,,
